question_id;question_text;survey_name;directorate
Q09382;Apa tingkat pendidikan tertinggi yang diselesaikan?;SUSENAS;Direktorat Statistik Kesejahteraan Rakyat
Q09383;Apakah usaha memiliki izin resmi?;Survei Industri;Direktorat Statistik Industri
Q09384;Berapa jumlah pekerja tetap di usaha ini?;Sensus Penduduk;Direktorat Statistik Kependudukan dan Ketenagakerjaan
Q09385;Apakah Anda pernah pindah tempat tinggal dalam lima tahun?;Sensus Perumahan;Direktorat Statistik Perumahan dan Kawasan Permukiman
Q09386;Berapa jarak ke fasilitas kesehatan terdekat?;Sensus Penduduk;Direktorat Statistik Kependudukan dan Ketenagakerjaan
Q09387;Apa hubungan Anda dengan kepala rumah tangga?;Survei UMKM;Direktorat Statistik Distribusi dan Jasa
Q09388;Apakah rumah memiliki sumber air minum layak?;Sakernas;Direktorat Statistik Kependudukan dan Ketenagakerjaan
Q09389;Apakah Anda menggunakan internet untuk kegiatan usaha?;Survei UMKM;Direktorat Statistik Distribusi dan Jasa
Q09390;Apakah rumah tangga memelihara ternak dalam setahun terakhir?;Sensus Perumahan;Direktorat Statistik Perumahan dan Kawasan Permukiman
Q09391;Apa hubungan Anda dengan kepala rumah tangga?;Sensus Penduduk;Direktorat Statistik Kependudukan dan Ketenagakerjaan
Q09392;Berapa jumlah pekerja tetap di usaha ini?;Survei UMKM;Direktorat Statistik Distribusi dan Jasa
Q09393;Apakah Anda menggunakan internet untuk kegiatan usaha?;Sakernas;Direktorat Statistik Kependudukan dan Ketenagakerjaan
Q09394;Berapa pendapatan usaha bulan lalu?;Survei Hortikultura;Direktorat Statistik Pertanian
Q09395;Berapa produksi komoditas utama musim panen terakhir?;Survei Hortikultura;Direktorat Statistik Pertanian
Q09396;Berapa pengeluaran konsumsi pangan rumah tangga bulan lalu?;Sensus Penduduk;Direktorat Statistik Kependudukan dan Ketenagakerjaan
Q09397;Bagaimana kondisi bangunan tempat tinggal?;Sakernas;Direktorat Statistik Kependudukan dan Ketenagakerjaan
Q09398;Apakah anggota rumah tangga memiliki jaminan kesehatan?;Survei Hortikultura;Direktorat Statistik Pertanian
Q09399;Berapa jarak ke fasilitas kesehatan terdekat?;Survei UMKM;Direktorat Statistik Distribusi dan Jasa
Q09400;Berapa produksi komoditas utama musim panen terakhir?;Sensus Pertanian;Direktorat Statistik Pertanian
Q09401;Apa jenis pekerjaan utama Anda?;Survei Industri;Direktorat Statistik Industri
Q09402;Apakah usaha memiliki izin resmi?;SUSENAS;Direktorat Statistik Kesejahteraan Rakyat
Q09403;Apakah anggota rumah tangga memiliki jaminan kesehatan?;Sensus Pertanian;Direktorat Statistik Pertanian
Q09404;Apakah Anda bekerja dalam seminggu terakhir?;Sensus Pertanian;Direktorat Statistik Pertanian
Q09405;Apakah rumah memiliki sumber air minum layak?;Survei Industri;Direktorat Statistik Industri
Q09406;Berapa jarak ke fasilitas kesehatan terdekat?;Survei Hortikultura;Direktorat Statistik Pertanian
Q09407;Apakah Anda bekerja dalam seminggu terakhir?;Sensus Penduduk;Direktorat Statistik Kependudukan dan Ketenagakerjaan
Q09408;Apakah Anda bekerja dalam seminggu terakhir?;Sensus Penduduk;Direktorat Statistik Kependudukan dan Ketenagakerjaan
Q09409;Berapa luas lahan yang diusahakan rumah tangga?;Survei UMKM;Direktorat Statistik Distribusi dan Jasa
Q09410;Berapa pendapatan usaha bulan lalu?;Sensus Perumahan;Direktorat Statistik Perumahan dan Kawasan Permukiman
Q09411;Apakah Anda menggunakan pupuk subsidi?;Sensus Penduduk;Direktorat Statistik Kependudukan dan Ketenagakerjaan
Q09412;Apakah Anda menggunakan pupuk subsidi?;SUSENAS;Direktorat Statistik Kesejahteraan Rakyat
Q09413;Apakah Anda menggunakan internet untuk kegiatan usaha?;Sensus Perumahan;Direktorat Statistik Perumahan dan Kawasan Permukiman
Q09414;Apakah rumah memiliki sumber air minum layak?;SUSENAS;Direktorat Statistik Kesejahteraan Rakyat
Q09415;Apa jenis pekerjaan utama Anda?;Survei Industri;Direktorat Statistik Industri
Q09416;Apakah Anda menggunakan internet untuk kegiatan usaha?;Survei Industri;Direktorat Statistik Industri
Q09417;Berapa jumlah anggota rumah tangga di tempat tinggal ini?;Survei Industri;Direktorat Statistik Industri
Q09418;Berapa pengeluaran konsumsi pangan rumah tangga bulan lalu?;SUSENAS;Direktorat Statistik Kesejahteraan Rakyat
Q09419;Berapa luas lahan yang diusahakan rumah tangga?;Sensus Perumahan;Direktorat Statistik Perumahan dan Kawasan Permukiman
Q09420;Berapa pengeluaran konsumsi pangan rumah tangga bulan lalu?;Survei UMKM;Direktorat Statistik Distribusi dan Jasa
Q09421;Apakah rumah tangga memiliki akses sanitasi layak?;Sakernas;Direktorat Statistik Kependudukan dan Ketenagakerjaan
Q09422;Apa hubungan Anda dengan kepala rumah tangga?;SUSENAS;Direktorat Statistik Kesejahteraan Rakyat
Q09423;Berapa jarak ke fasilitas kesehatan terdekat?;Survei Hortikultura;Direktorat Statistik Pertanian
Q09424;Apakah Anda bekerja dalam seminggu terakhir?;Survei Industri;Direktorat Statistik Industri
Q09425;Apakah Anda pernah pindah tempat tinggal dalam lima tahun?;Sakernas;Direktorat Statistik Kependudukan dan Ketenagakerjaan
Q09426;Berapa pengeluaran konsumsi pangan rumah tangga bulan lalu?;Sensus Pertanian;Direktorat Statistik Pertanian
Q09427;Apa hubungan Anda dengan kepala rumah tangga?;Survei UMKM;Direktorat Statistik Distribusi dan Jasa
Q09428;Berapa pendapatan usaha bulan lalu?;Sakernas;Direktorat Statistik Kependudukan dan Ketenagakerjaan
Q09429;Apa hubungan Anda dengan kepala rumah tangga?;SUSENAS;Direktorat Statistik Kesejahteraan Rakyat
Q09430;Berapa jumlah anggota rumah tangga di tempat tinggal ini?;Sakernas;Direktorat Statistik Kependudukan dan Ketenagakerjaan
Q09431;Berapa pendapatan usaha bulan lalu?;Survei Hortikultura;Direktorat Statistik Pertanian
Q09432;Apakah rumah memiliki sumber air minum layak?;Survei Industri;Direktorat Statistik Industri
Q09433;Berapa jumlah anggota rumah tangga di tempat tinggal ini?;Survei UMKM;Direktorat Statistik Distribusi dan Jasa
Q09434;Apakah usaha memiliki izin resmi?;Sakernas;Direktorat Statistik Kependudukan dan Ketenagakerjaan
Q09435;Apakah Anda menggunakan internet untuk kegiatan usaha?;SUSENAS;Direktorat Statistik Kesejahteraan Rakyat
Q09436;Apa tingkat pendidikan tertinggi yang diselesaikan?;Survei UMKM;Direktorat Statistik Distribusi dan Jasa
Q09437;Berapa pengeluaran konsumsi pangan rumah tangga bulan lalu?;Survei Industri;Direktorat Statistik Industri
Q09438;Apakah rumah tangga memelihara ternak dalam setahun terakhir?;SUSENAS;Direktorat Statistik Kesejahteraan Rakyat
Q09439;Apakah Anda menggunakan internet untuk kegiatan usaha?;SUSENAS;Direktorat Statistik Kesejahteraan Rakyat
Q09440;Apakah rumah tangga memiliki akses sanitasi layak?;Survei Hortikultura;Direktorat Statistik Pertanian
Q09441;Berapa pengeluaran konsumsi pangan rumah tangga bulan lalu?;Survei UMKM;Direktorat Statistik Distribusi dan Jasa
Q09442;Berapa produksi komoditas utama musim panen terakhir?;Sensus Pertanian;Direktorat Statistik Pertanian
Q09443;Apakah rumah tangga memiliki akses sanitasi layak?;Sensus Perumahan;Direktorat Statistik Perumahan dan Kawasan Permukiman
Q09444;Apakah rumah memiliki sumber air minum layak?;Sensus Penduduk;Direktorat Statistik Kependudukan dan Ketenagakerjaan
Q09445;Apakah Anda menggunakan pupuk subsidi?;Survei Industri;Direktorat Statistik Industri
Q09446;Apakah rumah tangga memelihara ternak dalam setahun terakhir?;Sensus Pertanian;Direktorat Statistik Pertanian
Q09447;Apa hubungan Anda dengan kepala rumah tangga?;Survei Hortikultura;Direktorat Statistik Pertanian
Q09448;Apakah rumah tangga memelihara ternak dalam setahun terakhir?;Sakernas;Direktorat Statistik Kependudukan dan Ketenagakerjaan
Q09449;Berapa jarak ke fasilitas kesehatan terdekat?;SUSENAS;Direktorat Statistik Kesejahteraan Rakyat
Q09450;Apakah Anda menggunakan pupuk subsidi?;Sensus Penduduk;Direktorat Statistik Kependudukan dan Ketenagakerjaan
Q09451;Apakah Anda bekerja dalam seminggu terakhir?;Survei UMKM;Direktorat Statistik Distribusi dan Jasa
Q09452;Apakah rumah memiliki sumber air minum layak?;Sensus Penduduk;Direktorat Statistik Kependudukan dan Ketenagakerjaan
Q09453;Apakah rumah tangga memiliki akses sanitasi layak?;SUSENAS;Direktorat Statistik Kesejahteraan Rakyat
Q09454;Apakah rumah tangga memiliki akses sanitasi layak?;Sensus Perumahan;Direktorat Statistik Perumahan dan Kawasan Permukiman
Q09455;Berapa pendapatan usaha bulan lalu?;Survei Industri;Direktorat Statistik Industri
Q09456;Apakah Anda bekerja dalam seminggu terakhir?;Survei UMKM;Direktorat Statistik Distribusi dan Jasa
Q09457;Berapa jarak ke fasilitas kesehatan terdekat?;Survei UMKM;Direktorat Statistik Distribusi dan Jasa
Q09458;Apakah Anda menggunakan pupuk subsidi?;Survei Hortikultura;Direktorat Statistik Pertanian
Q09459;Berapa pendapatan usaha bulan lalu?;Sakernas;Direktorat Statistik Kependudukan dan Ketenagakerjaan
Q09460;Apakah Anda bekerja dalam seminggu terakhir?;Sensus Perumahan;Direktorat Statistik Perumahan dan Kawasan Permukiman
Q09461;Berapa pengeluaran konsumsi pangan rumah tangga bulan lalu?;Survei UMKM;Direktorat Statistik Distribusi dan Jasa
Q09462;Berapa jumlah anggota rumah tangga di tempat tinggal ini?;Sensus Perumahan;Direktorat Statistik Perumahan dan Kawasan Permukiman
Q09463;Bagaimana kondisi bangunan tempat tinggal?;Survei Industri;Direktorat Statistik Industri
Q09464;Apakah rumah memiliki sumber air minum layak?;Sensus Perumahan;Direktorat Statistik Perumahan dan Kawasan Permukiman
Q09465;Berapa pendapatan usaha bulan lalu?;SUSENAS;Direktorat Statistik Kesejahteraan Rakyat
Q09466;Berapa jumlah pekerja tetap di usaha ini?;SUSENAS;Direktorat Statistik Kesejahteraan Rakyat
Q09467;Apakah rumah tangga memiliki akses sanitasi layak?;Sakernas;Direktorat Statistik Kependudukan dan Ketenagakerjaan
Q09468;Bagaimana kondisi bangunan tempat tinggal?;Survei UMKM;Direktorat Statistik Distribusi dan Jasa
Q09469;Apa hubungan Anda dengan kepala rumah tangga?;Survei Industri;Direktorat Statistik Industri
Q09470;Apa tingkat pendidikan tertinggi yang diselesaikan?;Survei Hortikultura;Direktorat Statistik Pertanian
Q09471;Apakah Anda bekerja dalam seminggu terakhir?;Survei Industri;Direktorat Statistik Industri
Q09472;Berapa pendapatan usaha bulan lalu?;Sensus Pertanian;Direktorat Statistik Pertanian
Q09473;Berapa jumlah anggota rumah tangga di tempat tinggal ini?;Sensus Penduduk;Direktorat Statistik Kependudukan dan Ketenagakerjaan
Q09474;Bagaimana kondisi bangunan tempat tinggal?;Sensus Pertanian;Direktorat Statistik Pertanian
Q09475;Berapa jarak ke fasilitas kesehatan terdekat?;Sensus Penduduk;Direktorat Statistik Kependudukan dan Ketenagakerjaan
Q09476;Apakah Anda menggunakan pupuk subsidi?;SUSENAS;Direktorat Statistik Kesejahteraan Rakyat
Q09477;Apakah Anda pernah pindah tempat tinggal dalam lima tahun?;Sensus Perumahan;Direktorat Statistik Perumahan dan Kawasan Permukiman
Q09478;Apakah anggota rumah tangga memiliki jaminan kesehatan?;Survei UMKM;Direktorat Statistik Distribusi dan Jasa
Q09479;Berapa produksi komoditas utama musim panen terakhir?;Sakernas;Direktorat Statistik Kependudukan dan Ketenagakerjaan
Q09480;Apakah anggota rumah tangga memiliki jaminan kesehatan?;Survei Hortikultura;Direktorat Statistik Pertanian
Q09481;Berapa jumlah anggota rumah tangga di tempat tinggal ini?;Survei UMKM;Direktorat Statistik Distribusi dan Jasa
Q09482;Apa tingkat pendidikan tertinggi yang diselesaikan?;SUSENAS;Direktorat Statistik Kesejahteraan Rakyat
Q09483;Apakah Anda bekerja dalam seminggu terakhir?;Sensus Perumahan;Direktorat Statistik Perumahan dan Kawasan Permukiman
Q09484;Apa tingkat pendidikan tertinggi yang diselesaikan?;SUSENAS;Direktorat Statistik Kesejahteraan Rakyat
Q09485;Berapa produksi komoditas utama musim panen terakhir?;Survei Industri;Direktorat Statistik Industri
Q09486;Apa hubungan Anda dengan kepala rumah tangga?;Sensus Penduduk;Direktorat Statistik Kependudukan dan Ketenagakerjaan
Q09487;Berapa luas lahan yang diusahakan rumah tangga?;Survei UMKM;Direktorat Statistik Distribusi dan Jasa
Q09488;Apakah Anda menggunakan internet untuk kegiatan usaha?;Survei UMKM;Direktorat Statistik Distribusi dan Jasa
Q09489;Berapa jumlah pekerja tetap di usaha ini?;Sensus Perumahan;Direktorat Statistik Perumahan dan Kawasan Permukiman
Q09490;Berapa pengeluaran konsumsi pangan rumah tangga bulan lalu?;Sensus Penduduk;Direktorat Statistik Kependudukan dan Ketenagakerjaan
Q09491;Apa tingkat pendidikan tertinggi yang diselesaikan?;Survei Industri;Direktorat Statistik Industri
Q09492;Apakah anggota rumah tangga memiliki jaminan kesehatan?;Survei Hortikultura;Direktorat Statistik Pertanian
Q09493;Berapa produksi komoditas utama musim panen terakhir?;Survei Industri;Direktorat Statistik Industri
Q09494;Apakah anggota rumah tangga memiliki jaminan kesehatan?;Sensus Perumahan;Direktorat Statistik Perumahan dan Kawasan Permukiman
Q09495;Apakah Anda menggunakan internet untuk kegiatan usaha?;Survei Industri;Direktorat Statistik Industri
Q09496;Apakah rumah tangga memiliki akses sanitasi layak?;Sakernas;Direktorat Statistik Kependudukan dan Ketenagakerjaan
Q09497;Apakah rumah tangga memiliki akses sanitasi layak?;Sensus Perumahan;Direktorat Statistik Perumahan dan Kawasan Permukiman
Q09498;Apakah Anda bekerja dalam seminggu terakhir?;Survei Industri;Direktorat Statistik Industri
Q09499;Apa hubungan Anda dengan kepala rumah tangga?;Survei UMKM;Direktorat Statistik Distribusi dan Jasa
Q09500;Apakah rumah memiliki sumber air minum layak?;Sensus Perumahan;Direktorat Statistik Perumahan dan Kawasan Permukiman
Q09501;Apakah Anda bekerja dalam seminggu terakhir?;Survei Hortikultura;Direktorat Statistik Pertanian
Q09502;Apakah rumah memiliki sumber air minum layak?;Sensus Pertanian;Direktorat Statistik Pertanian
Q09503;Berapa jumlah anggota rumah tangga di tempat tinggal ini?;SUSENAS;Direktorat Statistik Kesejahteraan Rakyat
Q09504;Apa tingkat pendidikan tertinggi yang diselesaikan?;Sensus Penduduk;Direktorat Statistik Kependudukan dan Ketenagakerjaan
Q09505;Apakah rumah memiliki sumber air minum layak?;Survei Industri;Direktorat Statistik Industri
Q09506;Apa jenis pekerjaan utama Anda?;SUSENAS;Direktorat Statistik Kesejahteraan Rakyat
Q09507;Berapa luas lahan yang diusahakan rumah tangga?;Survei Industri;Direktorat Statistik Industri
Q09508;Apakah anggota rumah tangga memiliki jaminan kesehatan?;Sensus Pertanian;Direktorat Statistik Pertanian
Q09509;Berapa pengeluaran konsumsi pangan rumah tangga bulan lalu?;Survei Hortikultura;Direktorat Statistik Pertanian
Q09510;Apa tingkat pendidikan tertinggi yang diselesaikan?;SUSENAS;Direktorat Statistik Kesejahteraan Rakyat
Q09511;Apakah rumah tangga memelihara ternak dalam setahun terakhir?;Survei UMKM;Direktorat Statistik Distribusi dan Jasa
Q09512;Berapa jarak ke fasilitas kesehatan terdekat?;SUSENAS;Direktorat Statistik Kesejahteraan Rakyat
Q09513;Apakah rumah tangga memiliki akses sanitasi layak?;Sakernas;Direktorat Statistik Kependudukan dan Ketenagakerjaan
Q09514;Apakah Anda pernah pindah tempat tinggal dalam lima tahun?;Sakernas;Direktorat Statistik Kependudukan dan Ketenagakerjaan
Q09515;Berapa jumlah pekerja tetap di usaha ini?;Survei Hortikultura;Direktorat Statistik Pertanian
Q09516;Apa tingkat pendidikan tertinggi yang diselesaikan?;Sensus Penduduk;Direktorat Statistik Kependudukan dan Ketenagakerjaan
Q09517;Apakah Anda bekerja dalam seminggu terakhir?;Survei Hortikultura;Direktorat Statistik Pertanian
Q09518;Apakah anggota rumah tangga memiliki jaminan kesehatan?;Sensus Pertanian;Direktorat Statistik Pertanian
Q09519;Apakah Anda menggunakan pupuk subsidi?;Sensus Pertanian;Direktorat Statistik Pertanian
Q09520;Apa tingkat pendidikan tertinggi yang diselesaikan?;SUSENAS;Direktorat Statistik Kesejahteraan Rakyat
Q09521;Apa hubungan Anda dengan kepala rumah tangga?;Sensus Penduduk;Direktorat Statistik Kependudukan dan Ketenagakerjaan
Q09522;Bagaimana kondisi bangunan tempat tinggal?;Survei Hortikultura;Direktorat Statistik Pertanian
Q09523;Apakah usaha memiliki izin resmi?;Survei Industri;Direktorat Statistik Industri
Q09524;Berapa jumlah pekerja tetap di usaha ini?;Sensus Perumahan;Direktorat Statistik Perumahan dan Kawasan Permukiman
Q09525;Apakah usaha memiliki izin resmi?;Sakernas;Direktorat Statistik Kependudukan dan Ketenagakerjaan
Q09526;Berapa produksi komoditas utama musim panen terakhir?;Sensus Penduduk;Direktorat Statistik Kependudukan dan Ketenagakerjaan
Q09527;Apakah Anda menggunakan internet untuk kegiatan usaha?;Survei Hortikultura;Direktorat Statistik Pertanian
Q09528;Berapa luas lahan yang diusahakan rumah tangga?;Survei UMKM;Direktorat Statistik Distribusi dan Jasa
Q09529;Berapa jumlah pekerja tetap di usaha ini?;SUSENAS;Direktorat Statistik Kesejahteraan Rakyat
Q09530;Apakah usaha memiliki izin resmi?;Sensus Perumahan;Direktorat Statistik Perumahan dan Kawasan Permukiman
Q09531;Apa hubungan Anda dengan kepala rumah tangga?;Sakernas;Direktorat Statistik Kependudukan dan Ketenagakerjaan
Q09532;Apakah Anda menggunakan internet untuk kegiatan usaha?;Sensus Penduduk;Direktorat Statistik Kependudukan dan Ketenagakerjaan
Q09533;Berapa pendapatan usaha bulan lalu?;Survei Industri;Direktorat Statistik Industri
Q09534;Berapa luas lahan yang diusahakan rumah tangga?;Survei UMKM;Direktorat Statistik Distribusi dan Jasa
Q09535;Apa jenis pekerjaan utama Anda?;Survei Hortikultura;Direktorat Statistik Pertanian
Q09536;Bagaimana kondisi bangunan tempat tinggal?;Survei Hortikultura;Direktorat Statistik Pertanian
Q09537;Berapa jumlah pekerja tetap di usaha ini?;Survei UMKM;Direktorat Statistik Distribusi dan Jasa
Q09538;Berapa jumlah anggota rumah tangga di tempat tinggal ini?;SUSENAS;Direktorat Statistik Kesejahteraan Rakyat
Q09539;Apa tingkat pendidikan tertinggi yang diselesaikan?;Sakernas;Direktorat Statistik Kependudukan dan Ketenagakerjaan
Q09540;Apakah Anda bekerja dalam seminggu terakhir?;Survei Industri;Direktorat Statistik Industri
Q09541;Apakah rumah tangga memiliki akses sanitasi layak?;Survei UMKM;Direktorat Statistik Distribusi dan Jasa
Q09542;Berapa jumlah anggota rumah tangga di tempat tinggal ini?;SUSENAS;Direktorat Statistik Kesejahteraan Rakyat
Q09543;Berapa produksi komoditas utama musim panen terakhir?;Survei Industri;Direktorat Statistik Industri
Q09544;Apa jenis pekerjaan utama Anda?;Sakernas;Direktorat Statistik Kependudukan dan Ketenagakerjaan
Q09545;Berapa produksi komoditas utama musim panen terakhir?;Sensus Pertanian;Direktorat Statistik Pertanian
Q09546;Berapa pendapatan usaha bulan lalu?;Survei UMKM;Direktorat Statistik Distribusi dan Jasa
Q09547;Apa tingkat pendidikan tertinggi yang diselesaikan?;Sensus Perumahan;Direktorat Statistik Perumahan dan Kawasan Permukiman
Q09548;Apa jenis pekerjaan utama Anda?;Survei Industri;Direktorat Statistik Industri
Q09549;Apakah Anda bekerja dalam seminggu terakhir?;Survei UMKM;Direktorat Statistik Distribusi dan Jasa
Q09550;Apa jenis pekerjaan utama Anda?;Survei UMKM;Direktorat Statistik Distribusi dan Jasa
Q09551;Apakah rumah memiliki sumber air minum layak?;Sakernas;Direktorat Statistik Kependudukan dan Ketenagakerjaan
Q09552;Apa tingkat pendidikan tertinggi yang diselesaikan?;Sensus Perumahan;Direktorat Statistik Perumahan dan Kawasan Permukiman
Q09553;Apakah usaha memiliki izin resmi?;SUSENAS;Direktorat Statistik Kesejahteraan Rakyat
Q09554;Berapa jarak ke fasilitas kesehatan terdekat?;Sensus Perumahan;Direktorat Statistik Perumahan dan Kawasan Permukiman
Q09555;Apakah Anda menggunakan internet untuk kegiatan usaha?;Survei Industri;Direktorat Statistik Industri
Q09556;Apakah Anda menggunakan internet untuk kegiatan usaha?;Sensus Perumahan;Direktorat Statistik Perumahan dan Kawasan Permukiman
Q09557;Apakah usaha memiliki izin resmi?;Sensus Penduduk;Direktorat Statistik Kependudukan dan Ketenagakerjaan
Q09558;Apa hubungan Anda dengan kepala rumah tangga?;SUSENAS;Direktorat Statistik Kesejahteraan Rakyat
Q09559;Apa hubungan Anda dengan kepala rumah tangga?;Sensus Penduduk;Direktorat Statistik Kependudukan dan Ketenagakerjaan
Q09560;Apa tingkat pendidikan tertinggi yang diselesaikan?;Sensus Pertanian;Direktorat Statistik Pertanian
Q09561;Apakah Anda menggunakan internet untuk kegiatan usaha?;Sensus Penduduk;Direktorat Statistik Kependudukan dan Ketenagakerjaan
Q09562;Berapa jumlah pekerja tetap di usaha ini?;Sensus Perumahan;Direktorat Statistik Perumahan dan Kawasan Permukiman
Q09563;Berapa jumlah anggota rumah tangga di tempat tinggal ini?;SUSENAS;Direktorat Statistik Kesejahteraan Rakyat
Q09564;Apakah anggota rumah tangga memiliki jaminan kesehatan?;SUSENAS;Direktorat Statistik Kesejahteraan Rakyat
Q09565;Berapa pengeluaran konsumsi pangan rumah tangga bulan lalu?;Survei Hortikultura;Direktorat Statistik Pertanian
Q09566;Berapa produksi komoditas utama musim panen terakhir?;Sakernas;Direktorat Statistik Kependudukan dan Ketenagakerjaan
Q09567;Apakah Anda pernah pindah tempat tinggal dalam lima tahun?;Survei UMKM;Direktorat Statistik Distribusi dan Jasa
Q09568;Berapa jumlah anggota rumah tangga di tempat tinggal ini?;Sensus Penduduk;Direktorat Statistik Kependudukan dan Ketenagakerjaan
Q09569;Berapa produksi komoditas utama musim panen terakhir?;Sensus Perumahan;Direktorat Statistik Perumahan dan Kawasan Permukiman
Q09570;Berapa luas lahan yang diusahakan rumah tangga?;Survei Industri;Direktorat Statistik Industri
Q09571;Berapa jarak ke fasilitas kesehatan terdekat?;SUSENAS;Direktorat Statistik Kesejahteraan Rakyat
Q09572;Apakah Anda pernah pindah tempat tinggal dalam lima tahun?;Survei UMKM;Direktorat Statistik Distribusi dan Jasa
Q09573;Berapa pengeluaran konsumsi pangan rumah tangga bulan lalu?;Survei UMKM;Direktorat Statistik Distribusi dan Jasa
Q09574;Apakah Anda bekerja dalam seminggu terakhir?;Sensus Pertanian;Direktorat Statistik Pertanian
Q09575;Berapa jarak ke fasilitas kesehatan terdekat?;Sensus Perumahan;Direktorat Statistik Perumahan dan Kawasan Permukiman
Q09576;Apakah Anda menggunakan internet untuk kegiatan usaha?;Sakernas;Direktorat Statistik Kependudukan dan Ketenagakerjaan
Q09577;Apakah Anda menggunakan pupuk subsidi?;Survei Hortikultura;Direktorat Statistik Pertanian
Q09578;Apakah rumah tangga memelihara ternak dalam setahun terakhir?;Sensus Perumahan;Direktorat Statistik Perumahan dan Kawasan Permukiman
Q09579;Apakah rumah tangga memelihara ternak dalam setahun terakhir?;Sensus Penduduk;Direktorat Statistik Kependudukan dan Ketenagakerjaan
Q09580;Berapa jumlah anggota rumah tangga di tempat tinggal ini?;Survei Industri;Direktorat Statistik Industri
Q09581;Apakah Anda menggunakan internet untuk kegiatan usaha?;Survei Industri;Direktorat Statistik Industri
Q09582;Apakah rumah memiliki sumber air minum layak?;SUSENAS;Direktorat Statistik Kesejahteraan Rakyat
Q09583;Berapa produksi komoditas utama musim panen terakhir?;Survei UMKM;Direktorat Statistik Distribusi dan Jasa
Q09584;Berapa luas lahan yang diusahakan rumah tangga?;Sakernas;Direktorat Statistik Kependudukan dan Ketenagakerjaan
Q09585;Berapa luas lahan yang diusahakan rumah tangga?;SUSENAS;Direktorat Statistik Kesejahteraan Rakyat
Q09586;Apakah rumah tangga memiliki akses sanitasi layak?;Sensus Perumahan;Direktorat Statistik Perumahan dan Kawasan Permukiman
Q09587;Apakah Anda pernah pindah tempat tinggal dalam lima tahun?;Sensus Penduduk;Direktorat Statistik Kependudukan dan Ketenagakerjaan
Q09588;Berapa jumlah anggota rumah tangga di tempat tinggal ini?;Sensus Penduduk;Direktorat Statistik Kependudukan dan Ketenagakerjaan
Q09589;Bagaimana kondisi bangunan tempat tinggal?;Sensus Perumahan;Direktorat Statistik Perumahan dan Kawasan Permukiman
Q09590;Apakah Anda pernah pindah tempat tinggal dalam lima tahun?;Sensus Pertanian;Direktorat Statistik Pertanian
Q09591;Apakah anggota rumah tangga memiliki jaminan kesehatan?;Sakernas;Direktorat Statistik Kependudukan dan Ketenagakerjaan
Q09592;Apa hubungan Anda dengan kepala rumah tangga?;Sensus Perumahan;Direktorat Statistik Perumahan dan Kawasan Permukiman
Q09593;Apakah anggota rumah tangga memiliki jaminan kesehatan?;Survei Hortikultura;Direktorat Statistik Pertanian
Q09594;Berapa jarak ke fasilitas kesehatan terdekat?;SUSENAS;Direktorat Statistik Kesejahteraan Rakyat
Q09595;Apakah Anda pernah pindah tempat tinggal dalam lima tahun?;Sensus Pertanian;Direktorat Statistik Pertanian
Q09596;Berapa jumlah anggota rumah tangga di tempat tinggal ini?;Survei Industri;Direktorat Statistik Industri
Q09597;Berapa jumlah anggota rumah tangga di tempat tinggal ini?;SUSENAS;Direktorat Statistik Kesejahteraan Rakyat
Q09598;Apa jenis pekerjaan utama Anda?;Survei Industri;Direktorat Statistik Industri
Q09599;Apakah usaha memiliki izin resmi?;Sakernas;Direktorat Statistik Kependudukan dan Ketenagakerjaan
Q09600;Apakah Anda pernah pindah tempat tinggal dalam lima tahun?;Sensus Pertanian;Direktorat Statistik Pertanian
Q09601;Bagaimana kondisi bangunan tempat tinggal?;Sensus Penduduk;Direktorat Statistik Kependudukan dan Ketenagakerjaan
Q09602;Berapa jumlah pekerja tetap di usaha ini?;Sensus Penduduk;Direktorat Statistik Kependudukan dan Ketenagakerjaan
Q09603;Apa hubungan Anda dengan kepala rumah tangga?;Survei UMKM;Direktorat Statistik Distribusi dan Jasa
Q09604;Berapa produksi komoditas utama musim panen terakhir?;Sakernas;Direktorat Statistik Kependudukan dan Ketenagakerjaan
Q09605;Apakah Anda menggunakan internet untuk kegiatan usaha?;Sensus Pertanian;Direktorat Statistik Pertanian
Q09606;Apakah anggota rumah tangga memiliki jaminan kesehatan?;Survei Hortikultura;Direktorat Statistik Pertanian
Q09607;Apakah Anda bekerja dalam seminggu terakhir?;Sakernas;Direktorat Statistik Kependudukan dan Ketenagakerjaan
Q09608;Apa hubungan Anda dengan kepala rumah tangga?;Sensus Perumahan;Direktorat Statistik Perumahan dan Kawasan Permukiman
Q09609;Apakah rumah tangga memelihara ternak dalam setahun terakhir?;Sensus Pertanian;Direktorat Statistik Pertanian
Q09610;Apakah Anda pernah pindah tempat tinggal dalam lima tahun?;Survei UMKM;Direktorat Statistik Distribusi dan Jasa
Q09611;Berapa luas lahan yang diusahakan rumah tangga?;Sakernas;Direktorat Statistik Kependudukan dan Ketenagakerjaan
Q09612;Apakah rumah tangga memiliki akses sanitasi layak?;Survei Hortikultura;Direktorat Statistik Pertanian
Q09613;Berapa jarak ke fasilitas kesehatan terdekat?;Sensus Penduduk;Direktorat Statistik Kependudukan dan Ketenagakerjaan
Q09614;Apakah rumah tangga memelihara ternak dalam setahun terakhir?;Sensus Pertanian;Direktorat Statistik Pertanian
