id1,id2,survey1,survey2,question1,question2,similarity
Q07589,Q09544,Sakernas,Sensus Penduduk,Apa jenis sumber air minum yang dicatat rumah tangga dalam seminggu terakhir?,Apa jenis sumber air minum yang dikelola rumah tangga dalam bulan lalu?,0.9602867364883423
Q07589,Q09240,Sakernas,Sakernas,Apa jenis sumber air minum yang dicatat rumah tangga dalam seminggu terakhir?,Apa jenis sumber air minum yang dialami rumah tangga dalam bulan lalu?,0.9567118287086487
Q07590,Q09170,Sensus Pertanian,Sakernas,Seberapa banyak sumber air minum yang dihasilkan pada periode sebelumnya?,Seberapa banyak sumber air minum yang diperoleh pada periode sebelumnya?,0.9899016618728638
Q07590,Q08774,Sensus Pertanian,Sensus Penduduk,Seberapa banyak sumber air minum yang dihasilkan pada periode sebelumnya?,Seberapa banyak sumber air minum yang dilakukan pada periode sebelumnya?,0.9895181059837341
Q07590,Q08972,Sensus Pertanian,Survei Industri,Seberapa banyak sumber air minum yang dihasilkan pada periode sebelumnya?,Seberapa banyak sumber air minum yang dialami pada periode sebelumnya?,0.9879805445671082
Q07590,Q08817,Sensus Pertanian,Sensus Penduduk,Seberapa banyak sumber air minum yang dihasilkan pada periode sebelumnya?,Berapa umum jumlah sumber air minum dalam periode sebelumnya ini?,0.9812136888504028
Q07590,Q08603,Sensus Pertanian,Survei Industri,Seberapa banyak sumber air minum yang dihasilkan pada periode sebelumnya?,Seberapa banyak sumber air minum yang digunakan pada periode sebelumnya?,0.9799444079399109
Q07591,Q08275,Sensus Penduduk,Sensus Pertanian,Mohon sebutkan hasil panen yang dimiliki di musim panen terakhir.,Mohon sebutkan hasil panen yang dilakukan di musim panen terakhir.,0.9839518666267395
Q07591,Q09537,Sensus Penduduk,Survei Industri,Mohon sebutkan hasil panen yang dimiliki di musim panen terakhir.,Mohon sebutkan hasil panen yang tersedia di musim panen terakhir.,0.9643113613128662
Q07591,Q08706,Sensus Penduduk,Sensus Penduduk,Mohon sebutkan hasil panen yang dimiliki di musim panen terakhir.,Mohon sebutkan hasil panen yang dicatat di musim panen terakhir.,0.9074936509132385
Q07592,Q08817,SUSENAS,Sensus Penduduk,Berapa perkiraan jumlah sumber air minum dalam periode sebelumnya ini?,Berapa umum jumlah sumber air minum dalam periode sebelumnya ini?,0.9871935844421387
Q07592,Q08651,SUSENAS,Sensus Penduduk,Berapa perkiraan jumlah sumber air minum dalam periode sebelumnya ini?,Berapa estimasi sumber air minum yang dilakukan pada periode sebelumnya tersebut?,0.983549952507019
Q07594,Q07806,Survei Industri,Sensus Perumahan,Mohon sebutkan kendaraan rumah tangga yang digunakan di rumah tangga ini.,Mohon sebutkan kendaraan rumah tangga yang dikelola di rumah tangga ini.,0.9791746139526367
Q07594,Q09747,Survei Industri,Survei UMKM,Mohon sebutkan kendaraan rumah tangga yang digunakan di rumah tangga ini.,Mohon sebutkan kendaraan rumah tangga yang diterima di rumah tangga ini.,0.9328805208206177
Q07594,Q08119,Survei Industri,Sakernas,Mohon sebutkan kendaraan rumah tangga yang digunakan di rumah tangga ini.,Apa jenis kendaraan rumah tangga yang dicatat rumah tangga dalam rumah tangga ini?,0.9328580498695374
Q07595,Q08604,Survei Hortikultura,Survei UMKM,Bisakah Anda menyebutkan alat pertanian yang rata-rata terkait rumah tangga ini?,Bisakah Anda menyebutkan alat pertanian yang perkiraan terkait rumah tangga ini?,0.9509178400039673
Q07595,Q08305,Survei Hortikultura,Survei UMKM,Bisakah Anda menyebutkan alat pertanian yang rata-rata terkait rumah tangga ini?,Seberapa banyak alat pertanian yang tersedia pada rumah tangga ini?,0.9032257795333862
Q07596,Q09344,Survei Hortikultura,Survei Industri,Apakah terdapat konsumsi pangan yang digunakan dalam rumah tangga ini?,Apakah terdapat konsumsi pangan yang dimiliki dalam rumah tangga ini?,0.9842843413352966
Q07596,Q09699,Survei Hortikultura,Sensus Pertanian,Apakah terdapat konsumsi pangan yang digunakan dalam rumah tangga ini?,Apakah terdapat konsumsi pangan yang tersedia dalam rumah tangga ini?,0.9668573141098022
Q07596,Q08474,Survei Hortikultura,Survei UMKM,Apakah terdapat konsumsi pangan yang digunakan dalam rumah tangga ini?,Apakah rumah tangga dilakukan konsumsi pangan selama rumah tangga ini?,0.9600210189819336
Q07597,Q08720,Sensus Penduduk,Survei UMKM,Berapa total jumlah anggota keluarga dalam rumah tangga ini ini?,Berapa perkiraan jumlah anggota keluarga dalam rumah tangga ini ini?,0.9853366017341614
Q07597,Q08438,Sensus Penduduk,Sensus Penduduk,Berapa total jumlah anggota keluarga dalam rumah tangga ini ini?,Berapa tercatat jumlah anggota keluarga dalam rumah tangga ini ini?,0.9761748313903809
Q07598,Q08958,Sensus Pertanian,Sakernas,Apakah terdapat kendaraan rumah tangga yang dialami dalam tahun berjalan?,Apakah terdapat kendaraan rumah tangga yang digunakan dalam tahun berjalan?,0.9540571570396423
Q07598,Q08311,Sensus Pertanian,Sakernas,Apakah terdapat kendaraan rumah tangga yang dialami dalam tahun berjalan?,Apakah rumah tangga dialami kendaraan rumah tangga selama tahun berjalan?,0.9299596548080444
Q07598,Q09356,Sensus Pertanian,Survei Industri,Apakah terdapat kendaraan rumah tangga yang dialami dalam tahun berjalan?,Apakah terdapat kendaraan rumah tangga yang diterima dalam tahun berjalan?,0.925269365310669
Q07598,Q09682,Sensus Pertanian,Survei UMKM,Apakah terdapat kendaraan rumah tangga yang dialami dalam tahun berjalan?,Apakah terdapat kendaraan rumah tangga yang tersedia dalam tahun berjalan?,0.9138618111610413
Q07599,Q08449,SUSENAS,Survei UMKM,Apakah rumah tangga dimiliki konsumsi pangan selama tahun berjalan?,Apakah rumah tangga dialami konsumsi pangan selama tahun berjalan?,0.9940351843833923
Q07599,Q09910,SUSENAS,Sensus Pertanian,Apakah rumah tangga dimiliki konsumsi pangan selama tahun berjalan?,Apakah rumah tangga dikelola konsumsi pangan selama tahun berjalan?,0.9936774969100952
Q07599,Q09804,SUSENAS,Survei Hortikultura,Apakah rumah tangga dimiliki konsumsi pangan selama tahun berjalan?,Apakah rumah tangga dicatat konsumsi pangan selama tahun berjalan?,0.9797248244285583
Q07599,Q07844,SUSENAS,SUSENAS,Apakah rumah tangga dimiliki konsumsi pangan selama tahun berjalan?,Apa jenis konsumsi pangan yang dialami rumah tangga dalam tahun berjalan?,0.9348241090774536
Q07600,Q08425,Survei UMKM,Survei UMKM,Bisakah Anda menyebutkan konsumsi pangan yang aktual terkait rumah tangga ini?,Bisakah Anda menyebutkan konsumsi pangan yang terkini terkait rumah tangga ini?,0.9789031147956848
Q07600,Q09934,Survei UMKM,Sensus Perumahan,Bisakah Anda menyebutkan konsumsi pangan yang aktual terkait rumah tangga ini?,Bisakah Anda menyebutkan konsumsi pangan yang umum terkait rumah tangga ini?,0.9704059958457947
Q07600,Q08718,Survei UMKM,Sensus Penduduk,Bisakah Anda menyebutkan konsumsi pangan yang aktual terkait rumah tangga ini?,Bisakah Anda menyebutkan konsumsi pangan yang keseluruhan terkait rumah tangga ini?,0.9669204950332642
Q07600,Q08939,Survei UMKM,Survei Hortikultura,Bisakah Anda menyebutkan konsumsi pangan yang aktual terkait rumah tangga ini?,Mohon sebutkan konsumsi pangan yang dialami di rumah tangga ini.,0.9458777904510498
Q07600,Q09576,Survei UMKM,Survei Industri,Bisakah Anda menyebutkan konsumsi pangan yang aktual terkait rumah tangga ini?,Mohon sebutkan konsumsi pangan yang dicatat di rumah tangga ini.,0.9448416829109192
Q07601,Q09000,Sakernas,Survei UMKM,Apa jenis hasil panen yang diperoleh rumah tangga dalam bulan lalu?,Apa jenis hasil panen yang diterima rumah tangga dalam bulan lalu?,0.9671370983123779
Q07601,Q09840,Sakernas,Survei Hortikultura,Apa jenis hasil panen yang diperoleh rumah tangga dalam bulan lalu?,Apa jenis hasil panen yang dimiliki rumah tangga dalam bulan lalu?,0.9374634027481079
Q07601,Q09175,Sakernas,Sensus Penduduk,Apa jenis hasil panen yang diperoleh rumah tangga dalam bulan lalu?,Apakah rumah tangga diperoleh hasil panen selama bulan lalu?,0.9017221927642822
Q07602,Q08875,Sakernas,SUSENAS,Apakah terdapat aset usaha yang tersedia dalam lingkungan tempat tinggal?,Apakah terdapat aset usaha yang dialami dalam lingkungan tempat tinggal?,0.9085541367530823
Q07602,Q08262,Sakernas,Survei Industri,Apakah terdapat aset usaha yang tersedia dalam lingkungan tempat tinggal?,Apa jenis aset usaha yang dikelola rumah tangga dalam lingkungan tempat tinggal?,0.8974399566650391
Q07604,Q09039,Sensus Pertanian,Sakernas,Seberapa banyak hasil panen yang dihasilkan pada seminggu terakhir?,Seberapa banyak hasil panen yang dialami pada seminggu terakhir?,0.9650329351425171
Q07604,Q08187,Sensus Pertanian,Survei Hortikultura,Seberapa banyak hasil panen yang dihasilkan pada seminggu terakhir?,Seberapa banyak hasil panen yang tersedia pada seminggu terakhir?,0.9627920389175415
Q07604,Q07889,Sensus Pertanian,SUSENAS,Seberapa banyak hasil panen yang dihasilkan pada seminggu terakhir?,Berapa total jumlah hasil panen dalam seminggu terakhir ini?,0.9469177722930908
Q07605,Q08763,Survei Industri,SUSENAS,Apa jenis tenaga kerja yang dikelola rumah tangga dalam periode sebelumnya?,Apa jenis tenaga kerja yang dilakukan rumah tangga dalam periode sebelumnya?,0.9900686740875244
Q07605,Q08046,Survei Industri,Survei Industri,Apa jenis tenaga kerja yang dikelola rumah tangga dalam periode sebelumnya?,Apakah rumah tangga dicatat tenaga kerja selama periode sebelumnya?,0.9130985736846924
Q07606,Q09744,Sensus Penduduk,SUSENAS,Mohon sebutkan volume produksi yang dialami di wilayah ini.,Mohon sebutkan volume produksi yang digunakan di wilayah ini.,0.9789815545082092
Q07606,Q08059,Sensus Penduduk,Sakernas,Mohon sebutkan volume produksi yang dialami di wilayah ini.,Berapa utama jumlah volume produksi dalam wilayah ini ini?,0.9314173460006714
Q07608,Q09963,Sensus Penduduk,Sensus Penduduk,Apakah terdapat hasil panen yang dihasilkan dalam wilayah ini?,Mohon sebutkan hasil panen yang dimiliki di wilayah ini.,0.8502969145774841
Q07609,Q09616,Sensus Penduduk,SUSENAS,Berapa estimasi tenaga kerja yang dialami pada tahun berjalan tersebut?,Berapa estimasi tenaga kerja yang dicatat pada tahun berjalan tersebut?,0.9939797520637512
Q07610,Q08103,Sensus Perumahan,Survei Industri,Apakah rumah tangga diterima kendaraan rumah tangga selama wilayah ini?,Apakah rumah tangga dikelola kendaraan rumah tangga selama wilayah ini?,0.9511677026748657
Q07610,Q08084,Sensus Perumahan,Survei Industri,Apakah rumah tangga diterima kendaraan rumah tangga selama wilayah ini?,Apakah rumah tangga diperoleh kendaraan rumah tangga selama lingkungan tempat tinggal?,0.8788705468177795
Q07611,Q08270,Sensus Penduduk,Survei UMKM,Bagaimana kondisi lahan pertanian yang diterima di periode sebelumnya?,Bagaimana kondisi lahan pertanian yang dialami di periode sebelumnya?,0.9758368134498596
Q07611,Q09458,Sensus Penduduk,Sensus Perumahan,Bagaimana kondisi lahan pertanian yang diterima di periode sebelumnya?,Bagaimana kondisi lahan pertanian yang dicatat di periode sebelumnya?,0.9719828367233276
Q07612,Q09185,Sensus Pertanian,Sensus Penduduk,Bisakah Anda menyebutkan sumber air minum yang perkiraan terkait rumah tangga ini?,Bisakah Anda menyebutkan sumber air minum yang rata-rata terkait rumah tangga ini?,0.9728163480758667
Q07613,Q09639,SUSENAS,SUSENAS,Apakah terdapat jam kerja yang tersedia dalam periode sebelumnya?,Apakah terdapat jam kerja yang dimiliki dalam periode sebelumnya?,0.9680137038230896
Q07613,Q07644,SUSENAS,SUSENAS,Apakah terdapat jam kerja yang tersedia dalam periode sebelumnya?,Apakah terdapat jam kerja yang digunakan dalam periode sebelumnya?,0.9666633605957031
Q07613,Q09827,SUSENAS,Sensus Penduduk,Apakah terdapat jam kerja yang tersedia dalam periode sebelumnya?,Apakah terdapat jam kerja yang dilakukan dalam periode sebelumnya?,0.9540842771530151
Q07613,Q08210,SUSENAS,Sakernas,Apakah terdapat jam kerja yang tersedia dalam periode sebelumnya?,Apakah terdapat jam kerja yang diterima dalam periode sebelumnya?,0.9526928663253784
Q07615,Q09227,Survei Industri,Survei UMKM,Bisakah Anda menyebutkan tenaga kerja yang umum terkait usaha Anda?,Mohon sebutkan tenaga kerja yang dimiliki di usaha Anda.,0.8867015838623047
Q07617,Q09654,SUSENAS,Sensus Penduduk,Seberapa banyak tenaga kerja yang diterima pada usaha Anda?,Seberapa banyak tenaga kerja yang dicatat pada usaha Anda?,0.9658519625663757
Q07617,Q09704,SUSENAS,Survei UMKM,Seberapa banyak tenaga kerja yang diterima pada usaha Anda?,Seberapa banyak tenaga kerja yang dikelola pada usaha Anda?,0.9602014422416687
Q07618,Q08215,Sensus Perumahan,SUSENAS,Apakah rumah tangga dikelola lahan pertanian selama wilayah ini?,Apakah rumah tangga diperoleh lahan pertanian selama wilayah ini?,0.9747938513755798
Q07619,Q07657,Survei UMKM,Survei UMKM,Mohon sebutkan anggota keluarga yang digunakan di musim panen terakhir.,Mohon sebutkan anggota keluarga yang dihasilkan di musim panen terakhir.,0.9331111311912537
Q07619,Q09855,Survei UMKM,Survei Hortikultura,Mohon sebutkan anggota keluarga yang digunakan di musim panen terakhir.,Mohon sebutkan anggota keluarga yang tersedia di musim panen terakhir.,0.9028566479682922
Q07621,Q09621,Sensus Pertanian,Sensus Pertanian,Seberapa banyak alat pertanian yang dicatat pada lingkungan tempat tinggal?,Seberapa banyak alat pertanian yang dikelola pada lingkungan tempat tinggal?,0.988303005695343
Q07622,Q09284,Survei Industri,Sensus Perumahan,Bagaimana kondisi konsumsi pangan yang dimiliki di usaha Anda?,Bagaimana kondisi konsumsi pangan yang digunakan di usaha Anda?,0.9867403507232666
Q07622,Q09465,Survei Industri,Sensus Pertanian,Bagaimana kondisi konsumsi pangan yang dimiliki di usaha Anda?,Bagaimana kondisi konsumsi pangan yang dicatat di usaha Anda?,0.9865518808364868
Q07623,Q08162,Survei Industri,Sensus Pertanian,Apa jenis lahan pertanian yang dilakukan rumah tangga dalam seminggu terakhir?,Apa jenis lahan pertanian yang tersedia rumah tangga dalam seminggu terakhir?,0.9734033346176147
Q07624,Q08946,Sensus Perumahan,Sensus Perumahan,Bagaimana kondisi volume produksi yang digunakan di musim panen terakhir?,Bagaimana kondisi volume produksi yang dikelola di musim panen terakhir?,0.986791729927063
Q07625,Q07677,Sensus Penduduk,Sensus Pertanian,Bisakah Anda menyebutkan sumber penerangan yang total terkait tahun berjalan?,Bisakah Anda menyebutkan sumber penerangan yang terkini terkait tahun berjalan?,0.9339764714241028
Q07625,Q07649,Sensus Penduduk,Survei Hortikultura,Bisakah Anda menyebutkan sumber penerangan yang total terkait tahun berjalan?,Bisakah Anda menyebutkan sumber penerangan yang rata-rata terkait tahun berjalan?,0.9330441355705261
Q07626,Q08198,SUSENAS,Survei UMKM,Bisakah Anda menyebutkan volume produksi yang utama terkait bulan lalu?,Mohon sebutkan volume produksi yang dimiliki di bulan lalu.,0.9440595507621765
Q07626,Q08277,SUSENAS,SUSENAS,Bisakah Anda menyebutkan volume produksi yang utama terkait bulan lalu?,Bisakah Anda menyebutkan volume produksi yang perkiraan terkait bulan lalu?,0.9410148859024048
Q07626,Q08923,SUSENAS,Survei Hortikultura,Bisakah Anda menyebutkan volume produksi yang utama terkait bulan lalu?,Mohon sebutkan volume produksi yang diterima di bulan lalu.,0.9296448826789856
Q07627,Q09084,Sensus Pertanian,Survei UMKM,Seberapa banyak lahan pertanian yang dilakukan pada periode sebelumnya?,Seberapa banyak lahan pertanian yang dikelola pada periode sebelumnya?,0.9923890829086304
Q07627,Q09163,Sensus Pertanian,Sensus Perumahan,Seberapa banyak lahan pertanian yang dilakukan pada periode sebelumnya?,Seberapa banyak lahan pertanian yang dimiliki pada periode sebelumnya?,0.989415168762207
Q07627,Q07817,Sensus Pertanian,Survei Hortikultura,Seberapa banyak lahan pertanian yang dilakukan pada periode sebelumnya?,Seberapa banyak lahan pertanian yang dihasilkan pada periode sebelumnya?,0.9869768023490906
Q07627,Q09267,Sensus Pertanian,Sensus Pertanian,Seberapa banyak lahan pertanian yang dilakukan pada periode sebelumnya?,Berapa total jumlah lahan pertanian dalam periode sebelumnya ini?,0.9727329611778259
Q07628,Q08244,Sensus Penduduk,Survei Hortikultura,Apa jenis kendaraan rumah tangga yang dikelola rumah tangga dalam wilayah ini?,Apa jenis kendaraan rumah tangga yang digunakan rumah tangga dalam wilayah ini?,0.9870142340660095
Q07629,Q08789,Sakernas,SUSENAS,Mohon sebutkan sumber air minum yang diterima di tahun berjalan.,Mohon sebutkan sumber air minum yang dicatat di tahun berjalan.,0.9825945496559143
Q07629,Q08226,Sakernas,Survei Industri,Mohon sebutkan sumber air minum yang diterima di tahun berjalan.,Bisakah Anda menyebutkan sumber air minum yang utama terkait tahun berjalan?,0.9263436794281006
Q07629,Q08579,Sakernas,Survei UMKM,Mohon sebutkan sumber air minum yang diterima di tahun berjalan.,Apakah terdapat sumber air minum yang dicatat dalam tahun berjalan?,0.9248917698860168
Q07630,Q09196,Survei Hortikultura,Survei Industri,Bisakah Anda menyebutkan kegiatan usaha yang umum terkait wilayah ini?,Bisakah Anda menyebutkan kegiatan usaha yang terkini terkait wilayah ini?,0.9312018752098083
Q07630,Q07766,Survei Hortikultura,Sensus Pertanian,Bisakah Anda menyebutkan kegiatan usaha yang umum terkait wilayah ini?,Mohon sebutkan kegiatan usaha yang dimiliki di wilayah ini.,0.9161264896392822
Q07630,Q09011,Survei Hortikultura,Survei Hortikultura,Bisakah Anda menyebutkan kegiatan usaha yang umum terkait wilayah ini?,Mohon sebutkan kegiatan usaha yang dihasilkan di wilayah ini.,0.896522581577301
Q07631,Q08397,SUSENAS,Sensus Pertanian,Seberapa banyak hasil panen yang dicatat pada usaha Anda?,Seberapa banyak hasil panen yang dikelola pada usaha Anda?,0.9538201093673706
Q07631,Q09313,SUSENAS,Survei Hortikultura,Seberapa banyak hasil panen yang dicatat pada usaha Anda?,Seberapa banyak hasil panen yang dilakukan pada usaha Anda?,0.94451504945755
Q07633,Q08886,Sensus Penduduk,Survei Hortikultura,Apa jenis sumber penerangan yang dihasilkan rumah tangga dalam periode sebelumnya?,Apa jenis sumber penerangan yang dimiliki rumah tangga dalam periode sebelumnya?,0.9839470982551575
Q07633,Q09057,Sensus Penduduk,Survei Hortikultura,Apa jenis sumber penerangan yang dihasilkan rumah tangga dalam periode sebelumnya?,Apa jenis sumber penerangan yang dikelola rumah tangga dalam periode sebelumnya?,0.9809569716453552
Q07633,Q09378,Sensus Penduduk,Survei UMKM,Apa jenis sumber penerangan yang dihasilkan rumah tangga dalam periode sebelumnya?,Apa jenis sumber penerangan yang tersedia rumah tangga dalam periode sebelumnya?,0.9689170122146606
Q07634,Q09069,Sensus Perumahan,Sensus Perumahan,Apakah terdapat aset usaha yang dihasilkan dalam aktivitas sehari-hari?,Apakah terdapat aset usaha yang dikelola dalam aktivitas sehari-hari?,0.9477463960647583
Q07634,Q07995,Sensus Perumahan,Survei UMKM,Apakah terdapat aset usaha yang dihasilkan dalam aktivitas sehari-hari?,Apakah terdapat aset usaha yang dilakukan dalam aktivitas sehari-hari?,0.9320293068885803
Q07634,Q08806,Sensus Perumahan,Sensus Pertanian,Apakah terdapat aset usaha yang dihasilkan dalam aktivitas sehari-hari?,Mohon sebutkan aset usaha yang dihasilkan di aktivitas sehari-hari.,0.9126996397972107
Q07635,Q08005,Survei Industri,Survei UMKM,Bagaimana kondisi volume produksi yang dikelola di seminggu terakhir?,Bagaimana kondisi volume produksi yang dilakukan di seminggu terakhir?,0.9973488450050354
Q07635,Q08928,Survei Industri,Sakernas,Bagaimana kondisi volume produksi yang dikelola di seminggu terakhir?,Bagaimana kondisi volume produksi yang digunakan di seminggu terakhir?,0.9892694354057312
Q07636,Q09633,Survei Industri,Survei Industri,Seberapa banyak jam kerja yang diperoleh pada musim panen terakhir?,Seberapa banyak jam kerja yang dimiliki pada musim panen terakhir?,0.9927347302436829
Q07636,Q09167,Survei Industri,Survei Industri,Seberapa banyak jam kerja yang diperoleh pada musim panen terakhir?,Seberapa banyak jam kerja yang digunakan pada musim panen terakhir?,0.9848728179931641
Q07636,Q08900,Survei Industri,Sakernas,Seberapa banyak jam kerja yang diperoleh pada musim panen terakhir?,Seberapa banyak jam kerja yang dicatat pada musim panen terakhir?,0.9813899993896484
Q07636,Q08109,Survei Industri,Survei UMKM,Seberapa banyak jam kerja yang diperoleh pada musim panen terakhir?,Seberapa banyak jam kerja yang tersedia pada musim panen terakhir?,0.9688354134559631
Q07636,Q08873,Survei Industri,Survei Hortikultura,Seberapa banyak jam kerja yang diperoleh pada musim panen terakhir?,Berapa keseluruhan jumlah jam kerja dalam musim panen terakhir ini?,0.964737594127655
Q07636,Q08746,Survei Industri,Survei Industri,Seberapa banyak jam kerja yang diperoleh pada musim panen terakhir?,Berapa utama jumlah jam kerja dalam musim panen terakhir ini?,0.9588887691497803
Q07637,Q09287,Survei Hortikultura,Survei Industri,Seberapa banyak sumber penerangan yang dihasilkan pada periode sebelumnya?,Seberapa banyak sumber penerangan yang dialami pada periode sebelumnya?,0.9553498029708862
Q07637,Q09878,Survei Hortikultura,Survei Hortikultura,Seberapa banyak sumber penerangan yang dihasilkan pada periode sebelumnya?,Berapa umum jumlah sumber penerangan dalam periode sebelumnya ini?,0.9527658820152283
Q07639,Q09693,Survei UMKM,Sakernas,Bagaimana kondisi aset usaha yang dikelola di aktivitas sehari-hari?,Bagaimana kondisi aset usaha yang dialami di aktivitas sehari-hari?,0.9317694306373596
Q07639,Q09582,Survei UMKM,Sensus Penduduk,Bagaimana kondisi aset usaha yang dikelola di aktivitas sehari-hari?,Bagaimana kondisi aset usaha yang dihasilkan di usaha Anda?,0.8678097128868103
Q07639,Q09720,Survei UMKM,Survei Hortikultura,Bagaimana kondisi aset usaha yang dikelola di aktivitas sehari-hari?,Bagaimana kondisi aset usaha yang tersedia di usaha Anda?,0.8596490621566772
Q07640,Q09111,Sensus Penduduk,Survei Industri,Apakah rumah tangga dialami volume produksi selama lingkungan tempat tinggal?,Apakah rumah tangga dilakukan volume produksi selama lingkungan tempat tinggal?,0.9881098866462708
Q07640,Q09960,Sensus Penduduk,Survei Industri,Apakah rumah tangga dialami volume produksi selama lingkungan tempat tinggal?,Apakah rumah tangga dikelola volume produksi selama lingkungan tempat tinggal?,0.9859872460365295
Q07640,Q08869,Sensus Penduduk,Sensus Pertanian,Apakah rumah tangga dialami volume produksi selama lingkungan tempat tinggal?,Apakah rumah tangga dicatat volume produksi selama lingkungan tempat tinggal?,0.9785557985305786
Q07640,Q08780,Sensus Penduduk,Sensus Perumahan,Apakah rumah tangga dialami volume produksi selama lingkungan tempat tinggal?,Apa jenis volume produksi yang diterima rumah tangga dalam lingkungan tempat tinggal?,0.9397224187850952
Q07640,Q09276,Sensus Penduduk,SUSENAS,Apakah rumah tangga dialami volume produksi selama lingkungan tempat tinggal?,Apa jenis volume produksi yang dilakukan rumah tangga dalam lingkungan tempat tinggal?,0.9384557604789734
Q07642,Q09222,SUSENAS,SUSENAS,Berapa terkini jumlah sumber penerangan dalam aktivitas sehari-hari ini?,Berapa utama jumlah sumber penerangan dalam aktivitas sehari-hari ini?,0.9181747436523438
Q07643,Q08044,Sakernas,Survei Hortikultura,Apakah terdapat konsumsi pangan yang dilakukan dalam musim panen terakhir?,Apakah terdapat konsumsi pangan yang dialami dalam musim panen terakhir?,0.98685622215271
Q07643,Q08573,Sakernas,Sakernas,Apakah terdapat konsumsi pangan yang dilakukan dalam musim panen terakhir?,Apakah terdapat konsumsi pangan yang digunakan dalam musim panen terakhir?,0.9862263202667236
Q07643,Q07650,Sakernas,Survei Industri,Apakah terdapat konsumsi pangan yang dilakukan dalam musim panen terakhir?,Apakah terdapat konsumsi pangan yang dihasilkan dalam musim panen terakhir?,0.9833118915557861
Q07643,Q09667,Sakernas,Sensus Penduduk,Apakah terdapat konsumsi pangan yang dilakukan dalam musim panen terakhir?,Apakah terdapat konsumsi pangan yang diterima dalam musim panen terakhir?,0.9809720516204834
Q07643,Q08372,Sakernas,Survei Industri,Apakah terdapat konsumsi pangan yang dilakukan dalam musim panen terakhir?,Apakah rumah tangga dilakukan konsumsi pangan selama musim panen terakhir?,0.9391181468963623
Q07644,Q09639,SUSENAS,SUSENAS,Apakah terdapat jam kerja yang digunakan dalam periode sebelumnya?,Apakah terdapat jam kerja yang dimiliki dalam periode sebelumnya?,0.983639657497406
Q07644,Q09827,SUSENAS,Sensus Penduduk,Apakah terdapat jam kerja yang digunakan dalam periode sebelumnya?,Apakah terdapat jam kerja yang dilakukan dalam periode sebelumnya?,0.9694646596908569
Q07644,Q08210,SUSENAS,Sakernas,Apakah terdapat jam kerja yang digunakan dalam periode sebelumnya?,Apakah terdapat jam kerja yang diterima dalam periode sebelumnya?,0.946521520614624
Q07645,Q08977,SUSENAS,SUSENAS,Berapa estimasi volume produksi yang dikelola pada periode sebelumnya tersebut?,Berapa estimasi volume produksi yang diperoleh pada periode sebelumnya tersebut?,0.9974012970924377
Q07645,Q08156,SUSENAS,Sensus Pertanian,Berapa estimasi volume produksi yang dikelola pada periode sebelumnya tersebut?,Berapa estimasi volume produksi yang dicatat pada periode sebelumnya tersebut?,0.996681809425354
Q07645,Q08854,SUSENAS,Survei Industri,Berapa estimasi volume produksi yang dikelola pada periode sebelumnya tersebut?,Berapa estimasi volume produksi yang dihasilkan pada periode sebelumnya tersebut?,0.9963473677635193
Q07645,Q07795,SUSENAS,Survei UMKM,Berapa estimasi volume produksi yang dikelola pada periode sebelumnya tersebut?,Berapa estimasi volume produksi yang digunakan pada periode sebelumnya tersebut?,0.9935176372528076
Q07646,Q09053,Survei UMKM,SUSENAS,Apa jenis hasil panen yang dimiliki rumah tangga dalam tahun berjalan?,Apa jenis hasil panen yang tersedia rumah tangga dalam tahun berjalan?,0.9741963744163513
Q07647,Q09496,Survei Industri,SUSENAS,Apakah terdapat volume produksi yang dimiliki dalam aktivitas sehari-hari?,Apakah terdapat volume produksi yang dikelola dalam aktivitas sehari-hari?,0.9963530898094177
Q07647,Q07960,Survei Industri,Sensus Perumahan,Apakah terdapat volume produksi yang dimiliki dalam aktivitas sehari-hari?,Apakah terdapat volume produksi yang dialami dalam aktivitas sehari-hari?,0.9914414286613464
Q07647,Q09784,Survei Industri,Sensus Perumahan,Apakah terdapat volume produksi yang dimiliki dalam aktivitas sehari-hari?,Apakah terdapat volume produksi yang digunakan dalam aktivitas sehari-hari?,0.9828404188156128
Q07647,Q08195,Survei Industri,Survei Hortikultura,Apakah terdapat volume produksi yang dimiliki dalam aktivitas sehari-hari?,Apakah terdapat volume produksi yang tersedia dalam aktivitas sehari-hari?,0.9684584736824036
Q07648,Q07997,Survei Industri,Sakernas,Bisakah Anda menyebutkan tenaga kerja yang aktual terkait wilayah ini?,Bisakah Anda menyebutkan tenaga kerja yang terkini terkait wilayah ini?,0.9693394303321838
Q07648,Q09234,Survei Industri,SUSENAS,Bisakah Anda menyebutkan tenaga kerja yang aktual terkait wilayah ini?,Bisakah Anda menyebutkan tenaga kerja yang total terkait wilayah ini?,0.931411862373352
Q07648,Q07923,Survei Industri,Survei Hortikultura,Bisakah Anda menyebutkan tenaga kerja yang aktual terkait wilayah ini?,Mohon sebutkan tenaga kerja yang dicatat di wilayah ini.,0.9231629967689514
Q07648,Q08433,Survei Industri,Sensus Penduduk,Bisakah Anda menyebutkan tenaga kerja yang aktual terkait wilayah ini?,Mohon sebutkan tenaga kerja yang dimiliki di wilayah ini.,0.9171955585479736
